benefit_class,object_type,object_id,source_mod,source_file,current_status,decision,formula_or_policy,evidence,confidence,codex_action
empire_country_modifier,building,building_disinformation_center,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_disinformation_center in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_eater_sanctum,Stellaris vanilla,common\buildings\12_event_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_eater_sanctum in Stellaris vanilla/common\buildings\12_event_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_embassy,Stellaris vanilla,common\buildings\02_government_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_embassy in Stellaris vanilla/common\buildings\02_government_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_empyrean_shrine,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_empyrean_shrine in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_executive_retreat,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_executive_retreat in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_fe_clinic_1,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_fe_clinic_1 in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_fe_clinic_2,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_fe_clinic_2 in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_fe_market_2,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_fe_market_2 in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_fe_security_2,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_fe_security_2 in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_fe_silo_1,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_fe_silo_1 in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_fe_silo_2,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_fe_silo_2 in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_food_conglomerate,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_food_conglomerate in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
